index,concept,i1,i2,i3,i4,i5,ax_pos,st_height,st_width,st_thick,laser_power,scanning_speed,power_density,n_layers,n_deposits,layer_thick,layer_width,layer_length,base_S_ip,base_N_ip,base_n_f_ip,base_U_ip,base_S_th,base_N_th,base_n_f_th,base_U_th,S_ip,N_ip,n_f_ip,U_ip,S_th,N_th,n_f_th,U_th,weight,temp,h_flux,h_area,S_residual,U_res,max_T_pool,build_time,max_res_U,max_res_S,resiliance_ip_uni,resiliance_ip_gau,R_volume_ip_uni,R_volume_ip_gau,capability_ip_uni,capability_ip_gau,buffer_ip_uni,buffer_ip_gau,excess_ip_uni,excess_ip_gau,resiliance_th_uni,resiliance_th_gau,R_volume_th_uni,R_volume_th_gau,capability_th_uni,capability_th_gau,buffery_th_uni,buffer_th_gau,excess_th_uni,excess_th_gau
11,0,2,-1,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,231.061396672,28527.6369209,2.75482595726,0.562555265226,218.437309179,38246.9275118,2.96461470567,3.62488263392,5.48878906286802,1203.73791504,0.6015290962105,69458.91223545,65.8041296005,0.196818083525,2144.57,0.0,0.19681808352470398,65.8041296005249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929,0.2534828162315408,0.03515625,0.0148,0.5966,0.6038,0.013812890625000001,0.003751545680226804,0.582787109375,0.6000484543197732
12,0,2,0,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,262.875389933,19261.8379924,2.49431205896,0.535646679326,352.933419277,5930.56510665,1.78322353216,3.5943344455,13.586893949210399,1028.66943359,0.382768004177,109156.193095,70.7059183121,0.17096427083,2144.57,13542.8645429,0.17096427083015442,70.70591831207275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0126,0.0898,0.0948,0.0,0.0,0.0898,0.0948
13,0,2,0,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,290.73685739,17219.3197952,2.40512651975,0.503772807749,377.724782632,4545.71914935,1.62906445037,3.56070582699,18.933614782500598,1124.48425293,0.5884246259904999,71005.63807429999,118.525297165,0.170631319284,2144.57,2130.16914223,0.1706313192844391,118.52529716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0132,0.0461,0.0448,0.0,0.0,0.0461,0.0448
14,0,2,1,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,251.305433865,21174.3396507,2.25650990394,0.492280048803,198.6696596,48307.197634,2.76651108097,3.56220259653,11.275094949218099,1162.47192383,0.5884246259904999,71005.63807429999,148.931800842,0.179174721241,2144.57,2130.16914223,0.17917472124099731,148.93180084228516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3512,0.22699374987713894,0.03515625,0.0122,0.6086,0.6148,0.012346875,0.002769323748501095,0.596253125,0.6120306762514989
15,0,2,1,0,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,329.230317331,7726.69759876,1.75730803945,0.505722162711,372.49272776,4804.30709048,1.69807598127,3.56193323512,18.933614782500598,1011.48370361,0.382768004177,109156.193095,169.190517426,0.170485541224,2144.57,13542.8645429,0.17048554122447968,169.1905174255371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.012,0.0141,0.0117,0.0,0.0,0.0141,0.0117
16,1,0,-1,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,238.151666019,27534.6424283,2.75556778801,0.512662007969,339.373222698,8681.34000757,1.99621186971,3.62764800222,6.1259460516891,1130.9284668,0.5359447198030001,77957.00873815,50.7357349396,0.176771834493,2144.57,109919.388856,0.1767718344926834,50.735734939575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.139620447662476e-09,0.03515625,0.0124,0.1219,0.1285,0.0,7.61312935510147e-11,0.1219,0.1284999999238687
17,1,0,1,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,206.669106276,50540.4726109,3.26440733141,0.447089347487,374.234085452,90475.2887532,3.62116978869,3.5976372769,11.465609368449599,1095.06323242,0.5359447198025,77957.00873815,67.3472166061,0.168588042259,2144.57,111311.923005,0.1685880422592163,67.34721660614014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8074,0.9618898151242257,0.03515625,0.0121,0.8686,0.8707,0.02838515625,0.01163886676300313,0.84021484375,0.8590611332369968
18,1,0,1,2,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,210.05550454,54167.9241675,3.31269994453,0.44015510755,265.315637835,144986.320987,3.83904316297,3.57633408956,14.285042767440899,1140.34667969,0.759037790587,55044.22535105,79.7553539276,0.169113412499,2144.57,78596.2460705,0.1691134124994278,79.7553539276123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8963,0.9908368159013219,0.03515625,0.0125,0.9137,0.9171,0.031510546874999996,0.012385460198766525,0.882189453125,0.9047145398012335
19,1,0,1,2,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,168.99877049,125567.450293,3.80581730659,0.363761166209,260.808912616,220600.883696,4.52405263627,3.39111096399,22.5414523328085,936.818481445,0.2974523477815,140464.55030950002,90.2547779083,0.169712349772,2144.57,12641.2256939,0.1697123497724533,90.2547779083252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.013,1.0,1.0,0.03515625,0.013,0.96484375,0.987
20,1,0,1,2,3,4,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.705426381,141939.663652,3.97099845101,0.308178455988,319.199012007,132292.529849,4.29984845237,3.25640010973,26.7355399798305,1073.19604492,0.573418997885,72863.80685105,98.8955860138,0.168998152018,2144.57,2185.91420553,0.16899815201759338,98.89558601379395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645,0.999404704179997,0.03515625,0.0118,0.9537,0.9547,0.033908203125,0.011792975509323966,0.919791796875,0.942907024490676
21,1,0,1,2,4,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,211.913100746,55222.4334474,3.32197195696,0.366664127866,308.486311437,44602.660203,3.11750450062,3.41313055245,18.479130442063198,1096.38000488,0.573418997885,72863.80685105,91.944393158,0.169693663716,2144.57,2185.91420553,0.16969366371631622,91.94439315795898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9194,0.9949211006360928,0.03515625,0.013,0.905,0.9094,0.03232265625,0.012933974308269206,0.8726773437500001,0.8964660256917307
22,1,0,1,2,4,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.224561472,142053.448598,4.06576213724,0.307957716896,321.542477236,131818.627073,4.29660811964,3.25621408398,26.7355399798305,925.656005859,0.2974523477815,140464.55030950002,95.7832603455,0.169269129634,2144.57,12641.2256939,0.1692691296339035,95.78326034545898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0136,1.0,1.0,0.03515625,0.0136,0.96484375,0.9864
23,1,0,1,3,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,169.521342466,118268.522075,3.80354923672,0.369748537739,293.208195769,63047.2483976,3.27495047339,3.40350818773,20.508302599784997,946.678955078,0.2974523477815,140464.55030950002,76.7195329666,0.168302744627,2144.57,12641.2256939,0.1683027446269989,76.71953296661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854,0.9999066212133262,0.03515625,0.014,0.9274,0.9219,0.03464296875,0.013998692696986567,0.8927570312499999,0.9079013073030134
24,1,0,1,3,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,169.563982586,126005.993635,3.76400685395,0.364230193023,263.707866122,221831.306358,4.54754983263,3.39118493998,22.5414523328085,1107.11889648,0.759037790587,55044.22535105,86.7699680328,0.169396445155,2144.57,78596.2460705,0.16939644515514374,86.76996803283691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0139,0.9944,0.9954,0.03515625,0.0139,0.95924375,0.9814999999999999
25,1,0,1,3,2,4,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,168.494697691,142784.342254,4.05329948276,0.308292572915,319.142935536,130544.651656,4.2874329916,3.25647545488,26.7355399798305,1073.19604492,0.573418997885,72863.80685105,94.9734611511,0.169571325183,2144.57,2185.91420553,0.16957132518291473,94.97346115112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.9999995069478114,0.03515625,0.0119,0.9976,0.9979,0.035138671875,0.011899994132678957,0.9624613281250001,0.9860000058673211
26,1,0,1,3,4,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,168.004416678,122817.071923,4.16799960383,0.313742243233,384.735569809,118123.814913,4.15832287024,3.27235733487,24.702390246807,1077.98327637,0.573418997885,72863.80685105,84.3520545959,0.169235050678,2144.57,2185.91420553,0.16923505067825317,84.35205459594727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669,0.9994976321051546,0.03515625,0.0137,0.9674,0.9647,0.033992578125,0.01369311755984062,0.933407421875,0.9510068824401594
27,1,0,1,3,4,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.780748505,140260.607637,4.22399657649,0.308455211682,320.832490512,122933.4198,4.2204911903,3.25659930985,26.7355399798305,1085.85009766,0.759037790587,55044.22535105,90.2034702301,0.169524356723,2144.57,78596.2460705,0.16952435672283173,90.20347023010254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0143,1.0,1.0,0.03515625,0.0143,0.96484375,0.9857
28,1,0,1,4,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,221.060389301,46258.1275027,3.16304033717,0.37354808597,297.487754339,118866.849468,4.13848256874,3.43509339868,15.659697014734498,1106.75427246,0.573418997885,72863.80685105,77.1589775085,0.168531104922,2144.57,2185.91420553,0.16853110492229462,77.15897750854492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.013,1.0,1.0,0.03515625,0.013,0.96484375,0.987
29,1,0,1,4,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,210.233259342,58644.156147,3.37406522612,0.366481130714,316.704185138,37793.8155196,2.9782345125,3.41338268567,18.479130442063198,1117.47998047,0.759037790587,55044.22535105,83.7092571259,0.169041216373,2144.57,78596.2460705,0.1690412163734436,83.70925712585449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8271,0.9685593693485998,0.03515625,0.0136,0.8408,0.8445,0.029077734374999997,0.013172407423140957,0.811722265625,0.8313275925768591
30,1,0,1,4,2,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.731813944,144276.426065,4.28684483587,0.30788541058,324.61523862,128223.438263,4.27281624157,3.25614678163,26.7355399798305,925.656005859,0.2974523477815,140464.55030950002,89.6549701691,0.170180186629,2144.57,12641.2256939,0.17018018662929535,89.65497016906738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.013,1.0,1.0,0.03515625,0.013,0.96484375,0.987
31,1,0,1,4,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,168.22962518,120646.633853,4.09806180048,0.31372624139,381.406476723,120192.855862,4.18126402451,3.27272489824,24.702390246807,935.685913086,0.2974523477815,140464.55030950002,81.5204524994,0.16892336309,2144.57,12641.2256939,0.16892336308956146,81.52045249938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0137,1.0,0.9997,0.03515625,0.0137,0.96484375,0.986
32,1,0,1,4,3,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.591311831,140790.970346,4.32955078043,0.308208171256,320.859245953,123671.520189,4.22997365209,3.25641197489,26.7355399798305,1085.85009766,0.759037790587,55044.22535105,88.4622135162,0.171730652452,2144.57,78596.2460705,0.1717306524515152,88.46221351623535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0139,1.0,1.0,0.03515625,0.0139,0.96484375,0.9861
33,1,0,2,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,234.578321763,32689.8417968,2.884050373,0.495488908599,396.706509261,23522.9490185,2.63689198168,3.61465217008,9.338531569976698,1171.82043457,0.759037790587,55044.22535105,79.6511039734,0.169118598104,2144.57,78596.2460705,0.16911859810352325,79.65110397338867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.003920019374005967,0.03515625,0.0123,0.2635,0.2618,0.0018000000000000002,4.8216238300273395e-05,0.2617,0.2617517837616997
34,1,0,2,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,211.012529109,54132.7586563,3.30172393285,0.440734502647,265.629822672,114184.388255,3.64856125045,3.57683326069,14.285042767440899,1079.59887695,0.5359447198030001,77957.00873815,100.579278946,0.169113233685,2144.57,111311.923005,0.16911323368549347,100.57927894592285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666,0.9856759464008646,0.03515625,0.0127,0.8933,0.8912,0.03046640625,0.01251808451929098,0.86283359375,0.8786819154807091
35,1,0,2,1,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,174.289476087,121297.806041,3.59372171113,0.363941848714,260.273778978,212573.206896,4.09040287474,3.39123947021,22.5414523328085,936.818481445,0.2974523477815,140464.55030950002,111.151596069,0.169503971934,2144.57,12641.2256939,0.16950397193431854,111.15159606933594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0112,1.0,1.0,0.03515625,0.0112,0.96484375,0.9888
36,1,0,2,1,3,4,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,173.714420017,137216.420294,3.82950587824,0.308224409252,317.218404666,132453.128248,4.29367588237,3.25646323,26.7355399798305,1073.1862793,0.573418997885,72863.80685105,120.110342026,0.168944031,2144.57,2185.91420553,0.16894403100013733,120.11034202575684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0119,0.999,0.9993,0.03515625,0.0119,0.96384375,0.9873999999999999
37,1,0,2,1,4,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,220.343675916,54795.426017,3.29214963363,0.366771213405,314.997159147,48543.1703107,3.1835204321,3.41318566688,18.479130442063198,1096.38000488,0.573418997885,72863.80685105,112.9758358,0.169366657734,2144.57,2185.91420553,0.16936665773391724,112.9758358001709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0139,0.9862,0.9856,0.03515625,0.0139,0.95104375,0.9717
38,1,0,2,1,4,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,174.165373484,136873.203977,3.95051328905,0.308029225869,320.44123141,130445.313048,4.2773915519,3.25629486675,26.7355399798305,925.655395508,0.2974523477815,140464.55030950002,116.865520477,0.169146388769,2144.57,12641.2256939,0.16914638876914978,116.86552047729492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515625,0.0115,1.0,1.0,0.03515625,0.0115,0.96484375,0.9885
